article_id,article_name,target_group,category,supplier_name,brand,original_price,actual_price,article_url,image_url
PUC21N05H-Q11,High waisted skinny jeans - Jeans Skinny Fit - black,WOMEN,TROUSER,High waisted skinny jeans,PULL&BEAR,1799,1799,https://www.zalando.nl/pullandbear-jeans-skinny-fit-black-puc21n05h-q11.html,https://img01.ztat.net/article/spp-media-p1/4058f83d33713a43baa95bedf33811d2/c985eee87755477d9afc491cb58ac2cb.jpg?imwidth=103&filter=packshot
MSA21A05Y-J11,Broek - pink,WOMEN,TROUSER,Broek,MS Mode,4999,4999,https://www.zalando.nl/ms-mode-broek-pink-msa21a05y-j11.html,https://img01.ztat.net/article/spp-media-p1/1c3f7199749f49ff8a50767beeadd6c4/75062c75fb844a13a9dc3aea8b3eaac7.jpg?imwidth=103&filter=packshot
THC22E00N-C11,KELVIN - Trainingsbroek - grau,MEN,TROUSER,KELVIN,Threadbare,4999,1499,https://www.zalando.nl/threadbare-trainingsbroek-grau-thc22e00n-c11.html,https://img01.ztat.net/article/spp-media-p1/294fb534e5033bbc8b72599f11d04320/180fa91de8b54cda9c2e20b8893be428.jpg?imwidth=103
VE121E2VX-G11,VMAGATHE FOLD UP TOP  - Blouse - marsala,WOMEN,SHIRT,VMAGATHE FOLD UP TOP,Vero Moda,1999,1999,https://www.zalando.nl/vero-moda-vmagathe-fold-up-top-blouse-marsala-ve121e2vx-g11.html,https://img01.ztat.net/article/spp-media-p1/f0647530fcb545afb8e9ea8d10625451/2e7dd6c0f35f4647b09176cc1a4c999c.jpg?imwidth=103&filter=packshot
WF523A03D-K11,Flared Jeans - blue,KIDS,TROUSER,Flared Jeans,WE Fashion,3299,2640,https://www.zalando.nl/we-fashion-flared-jeans-blue-wf523a03d-k11.html,https://img01.ztat.net/article/spp-media-p1/af53222260ef37cdb782b6179c02ebc6/0573112d736e41bf920ab08e457603db.jpg?imwidth=103&filter=packshot
BEJ21D14M-K11,REGULAR FIT  - T-shirt print - royal blue,WOMEN,T_SHIRT_TOP,REGULAR FIT,Bershka,799,799,https://www.zalando.nl/bershka-regular-fit-t-shirt-print-royal-blue-bej21d14m-k11.html,https://img01.ztat.net/article/spp-media-p1/d66aec9b20744ce6b01b8fd1f223cc4f/c84883a290ec4278aa7a6a90a766a78b.jpg?imwidth=103&filter=packshot
HU341E05Q-K11,HMLTIF SEAMLESS HIGH WAIST  - Legging - black iris,WOMEN,TROUSER,HMLTIF SEAMLESS HIGH WAIST,Hummel,2495,1996,https://www.zalando.nl/hummel-seamless-high-waist-legging-black-iris-hu341e05q-k11.html,https://img01.ztat.net/article/spp-media-p1/2d9b58849c56333c9931dd14e217bded/c9faa3d6bf734d5aa733d0bac4864f15.jpg?imwidth=103&filter=packshot
AY523B01T-K11,FLARE - Flared Jeans - bleu clair,KIDS,TROUSER,FLARE,Mango Kids,2599,2599,https://www.zalando.nl/mango-kids-flare-flared-jeans-bleu-clair-ay523b01t-k11.html,https://img01.ztat.net/article/spp-media-p1/206aecc565f44f39b90731867c26fc7f/3ee2598a8b524473b61b2dcdd6109ee6.jpg?imwidth=103&filter=packshot
ON321N11I-K11,ONLROYAL - Jeans Skinny Fit - dark blue denim,WOMEN,TROUSER,ONLROYAL,ONLY,2999,2099,https://www.zalando.nl/only-onlroyal-jeans-skinny-fit-dark-blue-denim-on321n11i-k11.html,https://img01.ztat.net/article/spp-media-p1/63e7a6ce62e432bebb20bcb5b9475336/6b58604d9b8b407383e44bed47dd1a60.jpg?imwidth=103&filter=packshot
M3I22P07Q-B11,FISCHGRÄTENMUSTER - Poloshirt - beige,MEN,T_SHIRT_TOP,FISCHGRÄTENMUSTER,Massimo Dutti,3995,3995,https://www.zalando.nl/massimo-dutti-poloshirt-beige-m3i22p07q-b11.html,https://img01.ztat.net/article/spp-media-p1/6b95687f5b274bcdaf6169611366bb52/ff73864a62a84c5cafcf4dbb51781ba5.jpg?imwidth=103&filter=packshot
TRU21C09Y-Q11,Jurk - black,WOMEN,DRESS,Jurk,Trendyol,5499,3499,https://www.zalando.nl/trendyol-korte-jurk-black-tru21c09y-q11.html,https://img01.ztat.net/article/spp-media-p1/a0deb14f09864885a15d6df74f57fdfe/8ff1917624a0442c8bca8084cb1297ac.jpg?imwidth=103
UN242D0CL-A11,T-shirt basic - white/overcast gray,MEN,T_SHIRT_TOP,Sport T-shirt,Under Armour,2795,2795,https://www.zalando.nl/under-armour-tech-tee-sportshirt-un242d0cl-a11.html,https://img01.ztat.net/article/spp-media-p1/27860775905b3e09b7ef7d24b8a1e9a9/b1f5310ae9b047218ada1d261e98728b.jpg?imwidth=103&filter=packshot
UN242D0CH-Q12,SPORTSTYLE LC SS - T-shirt basic - charcoal medium heather,MEN,T_SHIRT_TOP,SPORTSTYLE LC SS,Under Armour,2595,2595,https://www.zalando.nl/under-armour-sportstyle-left-chest-sportshirt-un242d0ch-q12.html,https://img01.ztat.net/article/spp-media-p1/e13cc962a860375dbf5c7f947d38c349/0159128e3763440ca3e05137c0efb83a.jpg?imwidth=103&filter=packshot
THC22T00A-N11,ARNWOOD PADDED - Winterjas - khaki,MEN,COAT,ARNWOOD PADDED,Threadbare,12999,3999,https://www.zalando.nl/threadbare-winterjas-khaki-thc22t00a-n11.html,https://img01.ztat.net/article/spp-media-p1/8909c7215a9e3e53b1e95a2eeccbc21e/cbec614c9a5d4eb8a17570b554594b23.jpg?imwidth=103&filter=packshot
HU341E08D-I11,SHAPING SEAMLESS - Legging - nocturne,WOMEN,TROUSER,SHAPING SEAMLESS,Hummel,2795,1957,https://www.zalando.nl/hummel-shaping-seamless-legging-nocturne-hu341e08d-i11.html,https://img01.ztat.net/article/spp-media-p1/41154a4eadaf4778ad2e582cc17453ac/d2c086b1e9e14646a36921eb661de11e.jpg?imwidth=103
PUC21N0ER-Q11,Straight leg jeans - mottled black,WOMEN,TROUSER,Straight leg jeans,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-mom-straight-leg-jeans-mottled-black-puc21n0er-q11.html,https://img01.ztat.net/article/spp-media-p1/285f705f7bc945d69fe1685508f2b6a2/7aad39afcbca462b98a4de0ce85e5de6.jpg?imwidth=103&filter=packshot
ON321G1G5-J11,ONLLANA L/S OVERSIZE TLR - Blazer - fuchsia pink,WOMEN,JACKET,ONLLANA L/S OVERSIZE TLR,ONLY,4999,4749,https://www.zalando.nl/only-onllana-blazer-fuchsia-pink-on321g1g5-j11.html,https://img01.ztat.net/article/spp-media-p1/0a82808efdf6493ebd411abb5800cb54/8d3ad28e6357467b9e6c0196e22b525b.jpg?imwidth=103&filter=packshot
BEJ21N0DF-A11,MOM - Slim fit jeans - white,WOMEN,TROUSER,MOM,Bershka,2299,2299,https://www.zalando.nl/bershka-mom-slim-fit-jeans-white-bej21n0df-a11.html,https://img01.ztat.net/article/spp-media-p1/2709c8f255dc4fdfa65c7e6a17ddd7c3/1764c1adf28249548826139789423302.jpg?imwidth=103&filter=packshot
SO222G0K5-K12,SLIM TAPERED LEG - Jeans Tapered Fit - dark blue,MEN,TROUSER,SLIM TAPERED LEG,s.Oliver,5999,4999,https://www.zalando.nl/soliver-slim-tapered-leg-jeans-tapered-fit-dark-blue-so222g0k5-k12.html,https://img01.ztat.net/article/spp-media-p1/a8b01ef818644dc29a5562329f29c02c/096b24bb63884addbb2791cefb707144.jpg?imwidth=103&filter=packshot
AD121A0FQ-G13,Trainingsbroek - vivid red,WOMEN,TROUSER,Trainingsbroek,adidas Originals,4995,4495,https://www.zalando.nl/adidas-originals-trainingsbroek-vivid-red-ad121a0fq-g13.html,https://img01.ztat.net/article/spp-media-p1/234a31a930194a84b1223323dcd506c8/2ba35bd50a0344c79a7d9446f42bdbef.jpg?imwidth=103&filter=packshot
NI124D03O-C11,AIR CREW PANT SET - Trainingspak - iron ore,KIDS,COMBINATION_CLOTHING,AIR CREW PANT SET,Nike Sportswear,4495,4495,https://www.zalando.nl/nike-sportswear-air-crew-pant-set-trainingsbroek-iron-ore-ni124d03o-c11.html,https://img01.ztat.net/article/spp-media-p1/78752717b6ce4568aa1735ea3efcd159/1fc4c170be9c43a8ace072bc0877faf6.jpg?imwidth=103&filter=packshot
MOQ21D09J-M11,Vest - light green,WOMEN,CARDIGAN,Vest,Monki,2500,2500,https://www.zalando.nl/monki-blouse-light-green-moq21d09j-m11.html,https://img01.ztat.net/article/spp-media-p1/4addd2d48db3476db9e0b05870cc1aa1/13285e7621be4639868ba0f13553f328.jpg?imwidth=103&filter=packshot
NX323L0MO-J11,SHOWER RESISTANT  - Jas - pink,KIDS,COAT,SHOWER RESISTANT,Next,4200,4200,https://www.zalando.nl/next-jas-pink-nx323l0mo-j11.html,https://img01.ztat.net/article/spp-media-p1/21bd8f6b5c7d4a148bcc6ec000867a2c/04aab4ef9dcd4964a7e4195860abf4b7.jpg?imwidth=103&filter=packshot
PUC21N05H-C11,High waisted skinny jeans - Jeans Skinny Fit - dark grey,WOMEN,TROUSER,High waisted skinny jeans,PULL&BEAR,1599,1599,https://www.zalando.nl/pullandbear-jeans-skinny-fit-dark-grey-puc21n05h-c11.html,https://img01.ztat.net/article/spp-media-p1/c35c0c022f503d328d6412c4d46e5632/476571fc565f49d392fa3ebde2d3de2b.jpg?imwidth=103&filter=packshot
BEJ21D12T-A11,MIT PATENTMUSTER  - Top - stone,WOMEN,T_SHIRT_TOP,MIT PATENTMUSTER,Bershka,799,799,https://www.zalando.nl/bershka-mit-patentmuster-top-stone-bej21d12t-a11.html,https://img01.ztat.net/article/spp-media-p1/9995779eaebf4e2c94d4859cc5956ab1/f2aff26be6bb4b2e87459e35ed18dfb6.jpg?imwidth=103&filter=packshot
IJ022S050-J11,LONGVIEW - Sweater - chintz rose,MEN,PULLOVER,LONGVIEW,INDICODE JEANS,4495,3995,https://www.zalando.nl/indicode-jeans-longview-sweater-chintz-rose-ij022s050-j11.html,https://img01.ztat.net/article/spp-media-p1/c2174702a0344f829da1297e5c7e552d/38cc036bcffd445bb618007fe5ebd01a.jpg?imwidth=103&filter=packshot
EV421J0B0-Q11,OVERSIZED PRINT - Sweater - black,WOMEN,PULLOVER,OVERSIZED PRINT,Even&Odd,2699,2299,https://www.zalando.nl/evenandodd-sweater-black-ev421j0b0-q11.html,https://img01.ztat.net/article/spp-media-p1/0eebe5b193234b1fa9be656c311e6fc4/501ca1a2d13a4336bfc09fa9555ecd51.jpg?imwidth=103&filter=packshot
LE226G007-G12,BATWING - Longsleeve - red,KIDS,T_SHIRT_TOP,BATWING,Levi's®,2195,1765,https://www.zalando.nl/levisr-batwing-tee-longsleeve-le226g007-g12.html,https://img01.ztat.net/article/spp-media-p1/9bcd881652683c55a7479b8080aa1cab/b27ed70ef9164d1692246f9e186e63bc.jpg?imwidth=103&filter=packshot
M9121U14E-A11,MELON - Jas - ecru,WOMEN,COAT,MELON,Mango,5999,3999,https://www.zalando.nl/mango-jas-ecru-m9121u14e-a11.html,https://img01.ztat.net/article/spp-media-p1/8f0fa091938a43b9903edd1c41910f1a/28166ac28c75408eb3bded6041c42b96.jpg?imwidth=103&filter=packshot
GP021A05B-K11,ANKLE - Broek - true indigo,WOMEN,TROUSER,ANKLE,GAP,3995,3995,https://www.zalando.nl/gap-ankle-bistretch-broek-gp021a05b-k11.html,https://img01.ztat.net/article/spp-media-p1/aa3d5642fba24a6083d5b1e6c064b78b/fe810c17bf724b7d90840d0abbd9d908.jpg?imwidth=103&filter=packshot
WF523A045-K11,RELAXED FIT  - Relaxed fit jeans - blue,KIDS,TROUSER,RELAXED FIT,WE Fashion,3300,2640,https://www.zalando.nl/we-fashion-relaxed-fit-jeans-blue-wf523a045-k11.html,https://img01.ztat.net/article/spp-media-p1/d0e7c725141b485ea2f937e76288ccae/23e02fbb1e164b8e80fe62a1dfc1897a.jpg?imwidth=103&filter=packshot
SIF22O0PL-Q11,DYNAMIC TECH TEE - T-shirt print - black/gold,MEN,T_SHIRT_TOP,DYNAMIC TECH TEE,SIKSILK,3995,3995,https://www.zalando.nl/siksilk-dynamic-tech-tee-t-shirt-print-blackgold-sif22o0pl-q11.html,https://img01.ztat.net/article/spp-media-p1/4df70485058b4a409b05a461df17caad/7bb97488420b462d889f4312dfd0eeb8.jpg?imwidth=103
EVF21C02R-K11,Jerseyjurk - light blue,WOMEN,DRESS,Jerseyjurk,Even&Odd Petite,3799,3799,https://www.zalando.nl/evenandodd-petite-jerseyjurk-light-blue-evf21c02r-k11.html,https://img01.ztat.net/article/spp-media-p1/f492403adc544d0d9a9e281769ec141a/c0d256a56bf24c58bf75817361d46539.jpg?imwidth=103&filter=packshot
GS122G0LX-K12,REVEND SKINNY - Slim fit jeans - medium indigo,MEN,TROUSER,REVEND SKINNY,G-Star,9995,7995,https://www.zalando.nl/g-star-revend-skinny-slim-fit-jeans-medium-indigo-gs122g0lx-k12.html,https://img01.ztat.net/article/spp-media-p1/4cf0640360b7474f94b955bccfa0fb78/809d49fced5b4374a222658b44700369.jpg?imwidth=103&filter=packshot
NX323L0FM-A11,Fleecejas - off-white,KIDS,COAT,Fleecejas,Next,2300,2300,https://www.zalando.nl/next-fleecejas-off-white-nx323l0fm-a11.html,https://img01.ztat.net/article/spp-media-p1/d9c9e0bacf963540b391790876b58898/a9e0c24395654cfb93d8c9459e5373f0.jpg?imwidth=103&filter=packshot
PE321D0D5-Q11,PCKYLIE T NECK - T-shirt basic - black,WOMEN,T_SHIRT_TOP,PCKYLIE T NECK,Pieces,1699,1444,https://www.zalando.nl/pieces-pckylie-t-neck-t-shirt-basic-pe321d0d5-q11.html,https://img01.ztat.net/article/spp-media-p1/4a33a6d94d43343c95befe5265c62f09/0a65bcab9678418b80f7046af2df39f0.jpg?imwidth=103&filter=packshot
EVI21B00D-Q11,Minirok - black,WOMEN,SKIRT,Minirok,Even&Odd Tall,2499,2499,https://www.zalando.nl/evenandodd-tall-minirok-black-evi21b00d-q11.html,https://img01.ztat.net/article/spp-media-p1/81709a9ca0cb4e4fbe3acfddb6e6f5fc/72f8e62a33b24b7ea7f84e60ecd233fb.jpg?imwidth=103&filter=packshot
JA222P0A1-Q11,JJEBASIC 2 PACK  - Poloshirt - navy blazer,MEN,T_SHIRT_TOP,JJEBASIC 2 PACK,Jack & Jones,2799,2109,https://www.zalando.nl/jack-and-jones-jjebasic-2-pack-poloshirt-navy-blazer-ja222p0a1-q11.html,https://img01.ztat.net/article/spp-media-p1/b587bb1bac2d459fac3b55769b19b0a5/de7d7c587f7a41f8a2cff5ebec6145a2.jpg?imwidth=103&filter=packshot
S0R22D000-A11,BUSINESS KENT - Zakelijk overhemd - weiss,MEN,SHIRT,BUSINESS KENT,Seidensticker,5995,4195,https://www.zalando.nl/seidensticker-x-slim-slim-fit-zakelijk-overhemd-s0r22d000-a11.html,https://img01.ztat.net/article/spp-media-p1/f521490b67bf3edfa02a07490681fc85/428050cfcfcf45d7abff24cc6d53f758.jpg?imwidth=103&filter=packshot
NI121D0M7-Q11,TEE  - T-shirt basic - black/white,WOMEN,T_SHIRT_TOP,TEE,Nike Sportswear,2495,2495,https://www.zalando.nl/nike-sportswear-tee-t-shirt-print-blackwhite-ni121d0m7-q11.html,https://img01.ztat.net/article/spp-media-p1/525ea47b799c4c5d88129c46eae1dc09/ec5f0ca73f4e4352a770b75cc0a96644.jpg?imwidth=103&filter=packshot
M9121E4CJ-Q11,JARE - Overhemdblouse - schwarz,WOMEN,SHIRT,JARE,Mango,3999,2999,https://www.zalando.nl/mango-overhemdblouse-schwarz-m9121e4cj-q11.html,https://img01.ztat.net/article/spp-media-p1/973d1b76302d46baa37eaf89361f781b/953337c697ab474495e0673cf6109ded.jpg?imwidth=103&filter=packshot
ON321E0SM-Q11,ONLVIC SOLID TOP - T-shirt basic - black,WOMEN,SHIRT,ONLVIC SOLID TOP,ONLY,1499,1204,https://www.zalando.nl/only-onlvic-t-shirt-basic-on321e0sm-q11.html,https://img01.ztat.net/article/spp-media-p1/30aa03701e133924aa672643fe05def9/4cd2751a30d646bb9c5c5920e9158173.jpg?imwidth=103&filter=packshot
N1241E1D8-Q11,CLASSIC PANT - Trainingsbroek - black,WOMEN,TROUSER,CLASSIC PANT,Nike Performance,4995,4995,https://www.zalando.nl/nike-performance-classic-pant-trainingsbroek-black-n1241e1d8-q11.html,https://img01.ztat.net/article/spp-media-p1/ad02066d1f2a4f589b25ed3b567e7196/8f48bc6bad074fe287b6cf2c89f6b89d.jpg?imwidth=103&filter=packshot
JA222O3H6-M11,JOROCTO - T-shirt print - sedona sage,MEN,T_SHIRT_TOP,JOROCTO,Jack & Jones,1499,1349,https://www.zalando.nl/jack-and-jones-jorocto-tee-crew-neck-t-shirt-print-sedona-sage-ja222o3h6-m11.html,https://img01.ztat.net/article/spp-media-p1/c8f0654c4d7548c9bffa32cb7549f4ed/0fefdcb5d01e456b857adce80fdb784f.jpg?imwidth=103&filter=packshot
ON321I1UT-C11,ONLADALINE LIFE SHORT - Trui - pumice stone,WOMEN,PULLOVER,ONLADALINE LIFE SHORT,ONLY,2999,2559,https://www.zalando.nl/only-onladaline-life-trui-pumice-stone-on321i1ut-c11.html,https://img01.ztat.net/article/spp-media-p1/771e6e0eb0cc34ebb107c2cb79578ed6/a2747f5545bc492493f29c13f69d667f.jpg?imwidth=103&filter=packshot
OND21C05C-I11,ONLOLIVIA DRESS - Jurk - chinese violet,WOMEN,DRESS,ONLOLIVIA DRESS,ONLY Tall,2999,2999,https://www.zalando.nl/only-tall-onlolivia-wrap-dress-tall-korte-jurk-chinese-violet-ond21c05c-i11.html,https://img01.ztat.net/article/spp-media-p1/20876a409f964f85a74187afdd81f3ad/ff986d13c2f948bba2ea991ccd550c58.jpg?imwidth=103&filter=packshot
PUC22G0FJ-K11,Straight leg jeans - blue,MEN,TROUSER,Straight leg jeans,PULL&BEAR,3599,3599,https://www.zalando.nl/pullandbear-straight-leg-jeans-blue-puc22g0fj-k11.html,https://img01.ztat.net/article/spp-media-p1/0efe49d81ccd463cb698ea37958713d7/4a119db6c5d443c6b77184c727280e5f.jpg?imwidth=103&filter=packshot
JY121G04R-N12,JDYNEWHAZEL SHINE JACKET - Korte jassen - kalmata,WOMEN,COAT,JDYNEWHAZEL SHINE JACKET,JDY,3499,3499,https://www.zalando.nl/jdy-jdynewhazel-shine-jacket-korte-jassen-kalmata-jy121g04r-n12.html,https://img01.ztat.net/article/spp-media-p1/32fb0c59f43d4f67a35d0a0dbad8ff43/64af284350264cf9b911234467ea9993.jpg?imwidth=103&filter=packshot
JA222E0KP-Q11,Trainingsbroek - black,MEN,TROUSER,Trainingsbroek,Jack & Jones,2499,1879,https://www.zalando.nl/jack-and-jones-jjigordon-jjshark-pants-trainingsbroek-ja222e0kp-q11.html,https://img01.ztat.net/article/spp-media-p1/d12cb174001b3b36ad3c14154f5b2e25/ad6db4ab9ecf4bfc93d9c8c61bbf07e0.jpg?imwidth=103&filter=packshot
LE221N01F-K15,721 HIGH RISE SKINNY - Jeans Skinny Fit - don't be extra,WOMEN,TROUSER,721 HIGH RISE SKINNY,Levi's®,12995,11695,https://www.zalando.nl/levis-721-high-rise-skinny-jeans-skinny-fit-dont-be-extra-le221n01f-k15.html,https://img01.ztat.net/article/spp-media-p1/dc18753f6d28494192b776e6d7c9e12f/69f1b3d31f82443eaf2d15d30b7e72b2.jpg?imwidth=103&filter=packshot
TRU21B02L-G11,A-lijn rok - red,WOMEN,SKIRT,A-lijn rok,Trendyol,3999,2999,https://www.zalando.nl/trendyol-a-lijn-rok-red-tru21b02l-g11.html,https://img01.ztat.net/article/spp-media-p1/7bb4b57ebec943ec9a8e69dd0c9ae04b/ab050fcdb2044ebdae3380edd9675c83.jpg?imwidth=103
PUC21J0TO-J11,Sweater - mottled light pink,WOMEN,PULLOVER,Sweater,PULL&BEAR,1299,1299,https://www.zalando.nl/pullandbear-sweater-mottled-light-pink-puc21j0to-j11.html,https://img01.ztat.net/article/spp-media-p1/11bfce042821427282370f42b413881a/2d92e7649ff44f6c9916bc9486d40c25.jpg?imwidth=103&filter=packshot
ON321U05T-T11,TAHOE  - Jas - pumice stone,WOMEN,COAT,TAHOE,ONLY,4999,4999,https://www.zalando.nl/only-onltahoe-jas-pumice-stone-on321u05t-t11.html,https://img01.ztat.net/article/spp-media-p1/bb9faf65de523ff39e3dc940ac101b18/8fb6ed1c70c84070ba6555f33a84745c.jpg?imwidth=103&filter=packshot
NI122S0AS-I15,CLUB HOODIE - Hoodie - violet star/white,MEN,PULLOVER,CLUB HOODIE,Nike Sportswear,5495,5495,https://www.zalando.nl/nike-sportswear-club-hoodie-sweater-violet-starwhite-ni122s0as-i15.html,https://img01.ztat.net/article/spp-media-p1/a0bab03dfa75411b804b249acde08dbf/f7df1b76de03462db497d1527bde0e02.jpg?imwidth=103&filter=packshot
ON321N1HD-C11,ONLMILA LIFE - Jeans Skinny Fit - light grey denim,WOMEN,TROUSER,ONLMILA LIFE,ONLY,3999,3199,https://www.zalando.nl/only-onlmila-life-jeans-skinny-fit-light-grey-denim-on321n1hd-c11.html,https://img01.ztat.net/article/spp-media-p1/57364903b5af4c76af3e7d8d80c6fb25/2bf505bbc007432497c436f88847944e.jpg?imwidth=103&filter=packshot
ON321E28O-O11,ONLLECEY  - Overhemdblouse - toasted coconut,WOMEN,SHIRT,ONLLECEY,ONLY,2999,2399,https://www.zalando.nl/only-onllecey-stripe-knot-overhemdblouse-toasted-coconut-on321e28o-o11.html,https://img01.ztat.net/article/spp-media-p1/ce4b688ac1ea413da185770fa58c5a93/9c73481a3b384696b097199afcca2eb5.jpg?imwidth=103&filter=packshot
WF523B045-T11,Legging - pink,KIDS,TROUSER,Legging,WE Fashion,1400,700,https://www.zalando.nl/we-fashion-legging-pink-wf523b045-t11.html,https://img01.ztat.net/article/spp-media-p1/f34833c0aa1e4707949548bf99327238/057433423bed42cb9796bf6c3ae4f54b.jpg?imwidth=103&filter=packshot
N1423B0D4-J11,ADINDE - Legging - peach whip,KIDS,TROUSER,ADINDE,Noppies,1499,1499,https://www.zalando.nl/noppies-adinde-legging-peach-whip-n1423b0d4-j11.html,https://img01.ztat.net/article/spp-media-p1/9cfe09e848ed471396b5d931c6e35b6b/8daa7395b9c2401099c4780d13b5e0de.jpg?imwidth=103&filter=packshot
PUC21N0ER-K13,Straight leg jeans - light blue,WOMEN,TROUSER,Straight leg jeans,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-straight-leg-jeans-light-blue-puc21n0er-k13.html,https://img01.ztat.net/article/spp-media-p1/2b2d5ee585df439c9a9354762f67f89b/2c877c57babf4672abcb57d47c72be8e.jpg?imwidth=103&filter=packshot
M9121A2K0-Q11,IGUANA - Broek - czarny,WOMEN,TROUSER,IGUANA,Mango,4999,4999,https://www.zalando.nl/mango-broek-czarny-m9121a2k0-q11.html,https://img01.ztat.net/article/spp-media-p1/7750b3bc70544833b32d9583d09d9610/72074b2c4ffc43bba2e15a7333f3aaee.jpg?imwidth=103&filter=packshot
PI922Q01E-Q11,Trui - black,MEN,PULLOVER,Trui,Pier One,2499,2499,https://www.zalando.nl/pier-one-trui-black-pi922q01e-q11.html,https://img01.ztat.net/article/spp-media-p1/7c558616a9063f6e9425fda30e83a818/27706539014f4b9bb626171d01fcee59.jpg?imwidth=103&filter=packshot
TO124L054-Q11,ESSENTIAL - Jas - black,KIDS,COAT,ESSENTIAL,Tommy Hilfiger,8495,7645,https://www.zalando.nl/tommy-hilfiger-essential-jas-black-to124l054-q11.html,https://img01.ztat.net/article/spp-media-p1/7f65d3108e6a4c40b1922f240fdd12ea/470262f668e04bee9abb89a3467a2dea.jpg?imwidth=103&filter=packshot
AD541E1P8-Q11,Trainingsbroek - black/white,WOMEN,TROUSER,Trainingsbroek,adidas Performance,3995,3595,https://www.zalando.nl/adidas-performance-trainingsbroek-blackwhite-ad541e1p8-q11.html,https://img01.ztat.net/article/spp-media-p1/c3ef6c3b553e4e19b3cbae8269874f77/50648915389b48cb8e5c163bc64850bf.jpg?imwidth=103&filter=packshot
GIT21A00J-A11,STRAIGHT REGULAR TROUSERS - Broek - shell,WOMEN,TROUSER,STRAIGHT REGULAR TROUSERS,Gina Tricot Tall,3995,3995,https://www.zalando.nl/gina-tricot-tall-straight-regular-trousers-broek-shell-git21a00j-a11.html,https://img01.ztat.net/article/spp-media-p1/7f5bcea7eefe4032b47068d1f8542f38/fd5d91f1ef9b44e6b56ef76980b60c20.jpg?imwidth=103&filter=packshot
WF523B03V-M11,Legging - dark green,KIDS,TROUSER,Broek,WE Fashion,1800,1300,https://www.zalando.nl/we-fashion-broek-dark-green-wf523b03v-m11.html,https://img01.ztat.net/article/spp-media-p1/7918794d98d344f180fbec425afd738b/cea06df51de545aca118d2cf9db55e4c.jpg?imwidth=103
PUC21U0BD-Q11,KUNSTLEDER  KNÖPFEN - Blazer - black,WOMEN,JACKET,KUNSTLEDER  KNÖPFEN,PULL&BEAR,3599,3599,https://www.zalando.nl/pullandbear-blazer-black-puc21u0bd-q11.html,https://img01.ztat.net/article/spp-media-p1/63c22a7d8d3245d9975d1235c91ac89b/615d46ad6cfb4e6cae208c7ae826bce2.jpg?imwidth=103&filter=packshot
ON321C1Q4-M11,ONLHANNOVER DRESS - Blousejurk - laurel wreath,WOMEN,DRESS,ONLHANNOVER DRESS,ONLY,3499,2799,https://www.zalando.nl/only-onlhannover-dress-blousejurk-laurel-wreath-on321c1q4-m11.html,https://img01.ztat.net/article/spp-media-p1/211be685d5c6355b80512a44e221774e/7d389c486ea140b58e7d4eaded7b0e40.jpg?imwidth=103&filter=packshot
BEJ21U07S-Q11,Trenchcoat - black,WOMEN,COAT,Trenchcoat,Bershka,4999,4999,https://www.zalando.nl/bershka-trenchcoat-black-bej21u07s-q11.html,https://img01.ztat.net/article/spp-media-p1/c35dd6bef1644e6aaab1543ab9c43dde/9a301df8eb5f479b9e4a3f31626554b7.jpg?imwidth=103&filter=packshot
N1243D1IW-A12,ACADEMY UNISEX - T-shirt print - white/black,KIDS,T_SHIRT_TOP,ACADEMY UNISEX,Nike Performance,1495,1345,https://www.zalando.nl/nike-performance-unisex-sportshirt-whiteblack-n1243d1iw-a12.html,https://img01.ztat.net/article/spp-media-p1/7b4fcf129499341bb61aa330642280b9/6ebef141e2e94735a7fc6cb0da995fb3.jpg?imwidth=103&filter=packshot
PE123H02P-A11,LALY - Blouse - off white,KIDS,SHIRT,LALY,Pepe Jeans,5995,5995,https://www.zalando.nl/pepe-jeans-laly-blouse-off-white-pe123h02p-a11.html,https://img01.ztat.net/article/spp-media-p1/cbb3f210e7ed4afab39f37907c16e4b8/98eca61946a647238f31dbcf8d6ce2ac.jpg?imwidth=103&filter=packshot
NA884C047-L11,NMMZOKOL LONG - Zwemshorts - frosty spruce,KIDS,BEACH_TROUSER,NMMZOKOL LONG,Name it,1299,1299,https://www.zalando.nl/name-it-nmmzokol-long-zwemshorts-frosty-spruce-na884c047-l11.html,https://img01.ztat.net/article/spp-media-p1/43628ce1eb004f7082eefea511250f82/95f0401bd39642e79fbec617062c03de.jpg?imwidth=103&filter=packshot
WF523G0FK-J11,T-shirt print - pink,KIDS,T_SHIRT_TOP,T-shirt print,WE Fashion,1400,1120,https://www.zalando.nl/we-fashion-t-shirt-print-pink-wf523g0fk-j11.html,https://img01.ztat.net/article/spp-media-p1/8da381e256514d498022d5bc231f9900/5df812fb47b94fbab3c1bdeea705c0ca.jpg?imwidth=103&filter=packshot
GAM22G004-Q11,Slim fit jeans - black destroyed,MEN,TROUSER,Slim fit jeans,Gabbiano,6995,6995,https://www.zalando.nl/gabbiano-slim-fit-jeans-black-destroyed-gam22g004-q11.html,https://img01.ztat.net/article/spp-media-p1/f9b09f8f9dba3cedb5e4b8dfbe6fe83b/569a65fb92c14a91815ae4651bf6ad47.jpg?imwidth=103
